Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,,,
São Luis,-2.58,-44.23,-3,53,,,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2},,
6,20,19,23.5,23,22.5,100.5,0.00692,96,1.147829216,68.4,0,0,10,4,2,0,1,1,,
6,20,20,24,23,22.3,100.5,0.00933,92,1.146275514,68.4,0,0,10,0,0,0,0,0,,
6,20,21,24,23.2,22.6,100.6,0.00854,94,1.146896963,69.1,0,0,10,0,0,0,0,0,,
6,20,22,24.3,23.8,23.3,100.6,0.00702,96,1.144287265,71.5,0,0,10,0,0,0,0,0,,
6,20,23,24.5,24,23.5,100.6,0.00704,96,1.1431012,72.3,0,0,10,0,0,0,0,0,,
6,20,24,24.8,24.2,23.6,100.7,0.00765,95,1.142774329,73.1,0,0,10,0,0,0,0,0,,
6,21,1,24.4,23.5,22.8,100.6,0.00913,93,1.144822489,70.3,0,0,8,0,0,0,0,0,,
6,21,2,24.3,23.2,22.5,100.6,0.00983,91,1.14596682,69.1,0,0,5,0,0,0,0,0,,
6,21,3,24.2,23.3,22.6,100.5,0.00911,93,1.144826824,69.6,0,0,0,0,0,0,0,0,,
6,21,4,23.9,23.2,22.6,100.5,0.00806,94,1.146033911,69.2,0,0,0,0,0,0,0,0,,
6,21,5,23.6,23.1,22.6,100.5,0.00694,96,1.147242352,68.8,0,0,4,0,0,0,0,0,,
6,21,6,23.4,23,22.5,100.5,0.00611,97,1.148140582,68.4,0,0,5,0,0,0,0,0,,
6,21,7,23.5,23,22.5,100.5,0.00692,96,1.147829216,68.4,2,180,6,72,48,33,76,15,,
6,21,8,24.7,24.1,23.5,100.5,0.00764,95,1.141028639,72.8,0,0,6,363,168,45,80,123,,
6,21,9,25.6,24.5,23.8,100.6,0.01025,91,1.138284757,74.3,3,150,9,643,298,80,112,218,,
6,21,10,27,25.4,24.5,100.6,0.01216,88,1.131381957,78.1,0,0,9,877,473,202,235,272,,
6,21,11,28,25.1,23.7,100.6,0.01410,79,1.129257332,76.8,2,150,8,1050,696,480,503,215,,
6,21,12,27.7,24.4,22.9,100.6,0.01399,77,1.13219301,73.8,6,150,6,1150,621,264,265,356,,
6,21,13,28.6,25,23.4,100.6,0.01454,75,1.127750912,76.3,6,180,8,1170,631,269,273,362,,
6,21,14,29.5,25.1,23.2,100.5,0.01501,70,1.123617487,76.7,0,0,8,1109,735,507,554,227,,
6,21,15,30.8,25,22.6,100.4,0.01516,63,1.118910006,76.3,5,200,6,970,726,592,742,134,,
6,21,16,31.1,24,20.9,100.4,0.01422,56,1.120872081,72.1,5,160,4,764,618,516,794,102,,
6,21,17,31,24,21.0,100.4,0.01422,56,1.121166999,72.1,3,160,1,504,408,341,685,67,,
6,21,18,30.4,24.4,21.8,100.4,0.01468,61,1.121813306,73.8,2,160,0,208,162,135,39,27,,
6,21,19,27.3,25.2,24.1,100.4,0.01313,85,1.12874773,77.3,2,60,3,5,4,3,7,1,,
6,21,20,26.7,24.7,23.7,100.5,0.01270,85,1.133189379,75.2,0,0,1,0,0,0,0,0,,
6,21,21,25.2,24.5,23.9,100.5,0.00836,94,1.138341502,74.4,0,0,3,0,0,0,0,0,,
6,21,22,25.2,24.5,23.9,100.6,0.00836,94,1.139509904,74.3,0,0,0,0,0,0,0,0,,
6,21,23,25,23.9,23.2,100.6,0.01004,91,1.141844927,71.9,0,0,0,0,0,0,0,0,,
6,21,24,24.5,23.5,22.8,100.6,0.00951,92,1.144513333,70.3,0,0,0,0,0,0,0,0,,
6,22,1,24.1,23,22.2,100.6,0.00967,91,1.14713843,68.4,3,70,0,0,0,0,0,0,,
6,22,2,23.8,23,22.4,100.6,0.00852,94,1.148070357,68.4,0,0,0,0,0,0,0,0,,
6,22,3,23.5,22.6,21.9,100.5,0.00890,93,1.148921967,66.9,3,90,0,0,0,0,0,0,,
6,22,4,23.5,22.5,21.8,100.5,0.00928,92,1.149192568,66.5,0,0,0,0,0,0,0,0,,
6,22,5,23.5,22.5,21.8,100.5,0.00928,92,1.149192568,66.5,0,0,0,0,0,0,0,0,,
6,22,6,23.5,23,22.5,100.4,0.00692,96,1.146654274,68.5,0,0,0,0,0,0,0,0,,
6,22,7,23.6,23,22.4,100.5,0.00752,95,1.147518059,68.4,0,0,9,72,33,9,21,24,,
6,22,8,24.4,23.5,22.8,100.5,0.00913,93,1.143650793,70.4,3,180,9,362,168,45,80,123,,
6,22,9,25.3,23.9,23.1,100.6,0.01101,89,1.140922873,71.9,0,0,9,642,298,80,111,218,,
6,22,10,27.8,25,23.7,100.6,0.01392,80,1.130152461,76.3,0,0,9,876,407,110,128,297,,
6,22,11,27.7,25,23.7,100.6,0.01386,81,1.130453548,76.3,4,90,9,1050,399,53,55,346,,
6,22,12,28,25.3,24.0,100.6,0.01401,81,1.128666825,77.6,4,130,10,1150,437,58,58,379,,
6,22,13,28.9,24.9,23.1,100.6,0.01469,73,1.127145183,75.9,3,90,10,1170,445,59,60,386,,
6,22,14,29,24.5,22.5,100.5,0.01453,69,1.126844635,74.2,3,90,10,1109,421,56,61,366,,
6,22,15,27.5,25,23.8,100.5,0.01361,82,1.129895481,76.4,3,90,10,971,369,49,61,320,,
6,22,16,24.3,23.5,22.9,100.5,0.00857,94,1.143959838,70.4,6,130,10,765,291,38,59,252,,
6,22,17,26,23.5,22.2,100.4,0.01277,81,1.137567351,70.3,0,0,10,505,235,63,127,171,,
6,22,18,26.2,24.2,23.1,100.4,0.01239,85,1.134984379,73.2,0,0,9,209,97,26,42,71,,
6,22,19,25.8,24.4,23.6,100.5,0.01120,89,1.136795695,74.0,0,0,9,5,3,1,3,1,,
6,22,20,25.4,24.3,23.6,100.5,0.01008,91,1.138306396,73.6,0,0,8,0,0,0,0,0,,
6,22,21,25.3,24.2,23.5,100.5,0.01007,91,1.138899716,73.2,0,0,4,0,0,0,0,0,,
6,22,22,25.9,24.4,23.5,100.5,0.01143,89,1.136490545,74.0,0,0,4,0,0,0,0,0,,
6,22,23,25.5,24.1,23.3,100.6,0.01104,89,1.139740758,72.7,0,0,3,0,0,0,0,0,,
6,22,24,25.2,24.2,23.5,100.6,0.00973,92,1.140374904,73.1,0,0,0,0,0,0,0,0,,
6,23,1,24.9,24.2,23.6,100.6,0.00832,94,1.141296746,73.1,0,0,0,0,0,0,0,0,,
6,23,2,24.7,24.2,23.7,100.5,0.00707,96,1.140742123,73.2,0,0,0,0,0,0,0,0,,
6,23,3,24.4,24,23.5,100.5,0.00623,97,1.142238587,72.4,0,0,0,0,0,0,0,0,,
6,23,4,24.1,23.7,23.2,100.5,0.00620,97,1.144016358,71.2,0,0,0,0,0,0,0,0,,
6,23,5,23.8,23.4,22.9,100.5,0.00616,97,1.145787931,70.0,0,0,0,0,0,0,0,0,,
6,23,6,23.3,23,22.6,100.5,0.00537,98,1.148452157,68.4,0,0,4,0,0,0,0,0,,
6,23,7,24,23.4,22.8,100.5,0.00756,95,1.145167796,70.0,0,0,8,71,33,9,20,24,,
6,23,8,24.6,24,23.4,100.5,0.00763,95,1.141622029,72.4,0,0,9,360,195,83,146,112,,
6,23,9,27.4,24.4,23.0,100.6,0.01375,78,1.133099127,73.8,0,0,8,641,424,293,406,131,,
6,23,10,28.5,25,23.4,100.7,0.01452,76,1.129208162,76.3,0,0,6,875,655,534,623,121,,
6,23,11,29.2,25.5,23.9,100.7,0.01501,75,1.125639732,78.4,6,120,4,1049,745,574,602,171,,
6,23,12,30.5,25.4,23.3,100.6,0.01544,67,1.120925912,77.9,5,110,5,1150,816,629,631,187,,
6,23,13,30.8,25.5,23.3,100.6,0.01551,66,1.119745326,78.3,6,170,5,1170,831,641,651,190,,
6,23,14,30.6,25.6,23.5,100.5,0.01555,67,1.118887309,78.8,5,140,5,1109,599,255,279,344,,
6,23,15,31.3,26.1,24.0,100.5,0.01608,67,1.115331784,81.0,5,160,8,972,524,223,280,301,,
6,23,16,31.4,26.2,24.1,100.4,0.01618,67,1.113588093,81.5,5,130,8,766,413,176,271,237,,
6,23,17,31.1,26,23.9,100.4,0.01601,67,1.115070816,80.6,5,120,8,506,335,232,465,104,,
6,23,18,30,25.2,23.2,100.4,0.01519,68,1.120687982,77.2,4,100,6,211,150,115,45,34,,
6,23,19,28.4,25,23.5,100.4,0.01449,76,1.126033998,76.4,2,100,5,5,4,3,7,1,,
6,23,20,26.2,24.3,23.3,100.5,0.01226,86,1.135863642,73.5,0,0,4,0,0,0,0,0,,
6,23,21,25.4,24.4,23.7,100.6,0.00975,92,1.139186176,73.9,4,180,8,0,0,0,0,0,,
6,23,22,25.8,24.5,23.7,100.6,0.01083,90,1.137673406,74.3,0,0,9,0,0,0,0,0,,
6,23,23,25.8,24,23.0,100.7,0.01195,86,1.140273705,72.2,0,0,9,0,0,0,0,0,,
6,23,24,25,24,23.3,100.7,0.00971,92,1.142730212,72.3,0,0,4,0,0,0,0,0,,
6,24,1,24.2,23.5,22.9,100.7,0.00810,94,1.146613751,70.3,0,0,0,0,0,0,0,0,,
6,24,2,23.7,23.1,22.5,100.6,0.00753,95,1.148105721,68.8,0,0,0,0,0,0,0,0,,
6,24,3,23.5,23,22.5,100.5,0.00692,96,1.147829216,68.4,0,0,0,0,0,0,0,0,,
6,24,4,23.5,23,22.5,100.5,0.00692,96,1.147829216,68.4,0,0,0,0,0,0,0,0,,
6,24,5,24,23.5,23.0,100.5,0.00698,96,1.144888215,70.4,0,0,0,0,0,0,0,0,,
6,24,6,23.8,23,22.4,100.5,0.00852,94,1.146896371,68.4,0,0,0,0,0,0,0,0,,
6,24,7,24,23,22.3,100.6,0.00933,92,1.147448864,68.4,0,0,5,70,50,38,88,11,,
6,24,8,24.3,23.4,22.7,100.6,0.00912,93,1.145411237,69.9,3,180,5,359,279,233,412,47,,
6,24,9,27,24.5,23.3,100.7,0.01332,82,1.13518508,74.2,3,180,3,640,517,432,599,85,,
6,24,10,28.5,25,23.4,100.7,0.01452,76,1.129208162,76.3,3,160,1,875,709,592,689,117,,
6,24,11,29.5,24.4,22.2,100.8,0.01456,66,1.129104078,73.6,5,160,0,1049,566,241,253,325,,
6,24,12,30,24,21.4,100.7,0.01426,61,1.127588539,72.0,7,180,8,1149,620,264,265,356,,
6,24,13,31.6,24.5,21.5,100.7,0.01460,56,1.121439954,74.0,6,180,8,1170,775,535,544,240,,
6,24,14,31,24,21.0,100.6,0.01417,56,1.123468732,72.0,7,160,6,1110,735,508,555,227,,
6,24,15,31.7,25.2,22.5,100.6,0.01530,60,1.117981848,77.0,6,180,6,972,690,532,666,158,,
6,24,16,31.5,25,22.3,100.6,0.01514,59,1.119150406,76.2,5,180,5,767,574,468,721,106,,
6,24,17,30.7,24.8,22.3,100.5,0.01499,62,1.120934248,75.4,5,180,4,507,380,310,623,70,,
6,24,18,29.4,24.7,22.7,100.5,0.01481,68,1.125076817,75.1,5,180,4,212,150,116,45,34,,
6,24,19,28.8,24.5,22.6,100.6,0.01451,71,1.128599765,74.2,0,0,5,5,3,2,5,1,,
6,24,20,27.5,24.4,22.9,100.6,0.01380,78,1.132796888,73.8,0,0,6,0,0,0,0,0,,
6,24,21,26.3,24.5,23.5,100.7,0.01213,86,1.137313532,74.2,0,0,5,0,0,0,0,0,,
6,24,22,25.7,24,23.0,100.7,0.01178,87,1.140580053,72.2,0,0,5,0,0,0,0,0,,
6,24,23,25.3,23.9,23.1,100.8,0.01101,89,1.143259968,71.8,0,0,5,0,0,0,0,0,,
6,24,24,25.1,24,23.3,100.8,0.01005,91,1.143591532,72.2,0,0,0,0,0,0,0,0,,
6,25,1,25,24,23.3,100.8,0.00971,92,1.143899627,72.2,0,0,0,0,0,0,0,0,,
6,25,2,24.6,23.8,23.2,100.7,0.00874,94,1.144531451,71.5,0,0,0,0,0,0,0,0,,
6,25,3,24,23.2,22.6,100.6,0.00854,94,1.146896963,69.1,0,0,0,0,0,0,0,0,,
6,25,4,23.8,23.1,22.5,100.6,0.00805,94,1.147794752,68.8,0,0,0,0,0,0,0,0,,
6,25,5,23.7,23.1,22.5,100.6,0.00753,95,1.148105721,68.8,0,0,0,0,0,0,0,0,,
6,25,6,23.5,23,22.5,100.6,0.00692,96,1.149004158,68.4,0,0,0,0,0,0,0,0,,
6,25,7,23.2,22.9,22.5,100.6,0.00535,98,1.150214935,68.0,0,0,0,69,56,47,108,9,,
6,25,8,25.4,24,23.2,100.6,0.01102,89,1.140332166,72.3,0,0,0,358,290,242,428,48,,
6,25,9,26.9,24.4,23.2,100.7,0.01319,82,1.135776483,73.8,3,90,1,639,345,147,204,198,,
6,25,10,27.6,24.6,23.2,100.7,0.01387,78,1.133080127,74.6,9,100,8,874,406,109,128,296,,
6,25,11,28.4,25.2,23.7,100.7,0.01445,77,1.128920525,77.1,9,120,9,1048,566,241,253,325,,
6,25,12,29.8,25.3,23.4,100.7,0.01521,70,1.124446726,77.5,3,130,8,1149,620,264,265,356,,
6,25,13,30.9,25.8,23.7,100.6,0.01573,67,1.1185577,79.6,5,100,8,1171,544,147,149,397,,
6,25,14,31.6,25.5,23.0,100.6,0.01560,62,1.117394285,78.3,3,100,9,1110,516,139,152,377,,
6,25,15,32,25.6,23.0,100.5,0.01569,60,1.114781184,78.8,3,100,9,973,525,224,280,301,,
6,25,16,31,25.4,23.1,100.5,0.01553,64,1.118301903,78.0,2,90,8,768,508,351,541,157,,
6,25,17,29.6,24.8,22.7,100.4,0.01490,68,1.123038441,75.5,5,70,6,508,380,310,624,70,,
6,25,18,28.7,24,21.9,100.4,0.01426,68,1.128003727,72.2,4,60,4,213,159,130,49,29,,
6,25,19,27.9,24.2,22.5,100.4,0.01410,74,1.129840121,73.1,3,70,4,5,4,3,8,1,,
6,25,20,27.3,24.6,23.3,100.5,0.01359,80,1.1316637,74.7,0,0,4,0,0,0,0,0,,
6,25,21,26.4,25.2,24.4,100.6,0.01077,91,1.13379462,77.2,0,0,5,0,0,0,0,0,,
6,25,22,26.2,25.1,24.4,100.7,0.01031,92,1.13586341,76.8,3,60,8,0,0,0,0,0,,
6,25,23,25.9,25,24.3,100.7,0.00944,93,1.137073158,76.4,0,0,8,0,0,0,0,0,,
6,25,24,25.3,24,23.2,100.7,0.01077,90,1.141807487,72.2,3,60,8,0,0,0,0,0,,
6,26,1,24.8,24.2,23.6,100.7,0.00765,95,1.142774329,73.1,0,0,0,0,0,0,0,0,,
6,26,2,24.6,24,23.4,100.7,0.00763,95,1.143963386,72.3,0,0,0,0,0,0,0,0,,
6,26,3,24.4,23.8,23.2,100.6,0.00760,95,1.143978176,71.5,0,0,0,0,0,0,0,0,,
6,26,4,24.2,23.6,23.0,100.6,0.00758,95,1.145160876,70.7,0,0,0,0,0,0,0,0,,
6,26,5,24,23.5,23.0,100.6,0.00698,96,1.14606118,70.3,0,0,0,0,0,0,0,0,,
6,26,6,24,23.5,23.0,100.6,0.00698,96,1.14606118,70.3,3,30,4,0,0,0,0,0,,
6,26,7,24,23.4,22.8,100.6,0.00756,95,1.146340838,69.9,3,30,4,69,51,42,97,9,,
6,26,8,25.1,24,23.3,100.6,0.01005,91,1.141253331,72.3,4,60,4,357,267,218,386,49,,
6,26,9,27.7,25.1,23.9,100.7,0.01381,81,1.131319857,76.7,5,120,4,638,478,389,540,88,,
6,26,10,28.2,24.1,22.2,100.7,0.01410,72,1.132699609,72.5,9,100,4,874,679,566,659,113,,
6,26,11,30,25,22.9,100.7,0.01508,67,1.124731676,76.2,8,140,3,1048,744,574,601,170,,
6,26,12,31,25,22.5,100.7,0.01514,62,1.121771738,76.1,8,130,5,1149,816,629,630,187,,
6,26,13,31.4,25.9,23.7,100.6,0.01591,65,1.116789686,80.1,6,130,5,1171,776,536,544,240,,
6,26,14,31.6,25,22.3,100.6,0.01513,59,1.118856739,76.2,5,140,6,1111,599,255,279,344,,
6,26,15,32,25.3,22.6,100.5,0.01540,59,1.115664118,77.5,4,130,8,974,645,445,558,200,,
6,26,16,31.5,25.2,22.6,100.5,0.01533,61,1.117420169,77.1,5,160,6,769,575,469,723,106,,
6,26,17,30.6,25.5,23.4,100.5,0.01553,67,1.119184055,78.4,4,180,4,509,396,330,665,66,,
6,26,18,29,25.4,23.8,100.4,0.01489,75,1.123065766,78.1,3,170,3,214,166,139,52,28,,
6,26,19,28,25.2,23.9,100.5,0.01406,80,1.127803509,77.2,3,160,3,6,4,4,8,1,,
6,26,20,27.2,25,23.9,100.5,0.01322,84,1.130800203,76.4,0,0,3,0,0,0,0,0,,
6,26,21,27,24.6,23.4,100.6,0.01324,82,1.133733428,74.7,0,0,9,0,0,0,0,0,,
6,26,22,26.4,24.5,23.5,100.6,0.01241,86,1.135844222,74.3,0,0,1,0,0,0,0,0,,
6,26,23,25.5,24,23.1,100.6,0.01125,88,1.14002552,72.3,0,0,0,0,0,0,0,0,,
6,26,24,24.1,23,22.2,100.6,0.00967,91,1.14713843,68.4,0,0,0,0,0,0,0,0,,
6,27,1,24,23.4,22.8,100.6,0.00756,95,1.146340838,69.9,0,0,0,0,0,0,0,0,,
6,27,2,24,23.4,22.8,100.5,0.00756,95,1.145167796,70.0,0,0,0,0,0,0,0,0,,
6,27,3,24.4,23.9,23.4,100.5,0.00703,96,1.142523192,72.0,0,0,0,0,0,0,0,0,,
6,27,4,23.9,23.5,23.0,100.4,0.00617,97,1.144024806,70.4,0,0,0,0,0,0,0,0,,
6,27,5,24,23.6,23.1,100.4,0.00618,97,1.143434677,70.8,0,0,0,0,0,0,0,0,,
6,27,6,24,23.5,23.0,100.4,0.00698,96,1.14371525,70.4,0,0,0,0,0,0,0,0,,
6,27,7,24.3,23.9,23.4,100.5,0.00622,97,1.142831873,72.0,0,0,0,68,55,46,106,9,,
6,27,8,25.5,24.6,23.9,100.5,0.00940,93,1.137133084,74.8,0,0,0,356,289,241,427,48,,
6,27,9,28.2,25.5,24.2,100.6,0.01415,81,1.127471905,78.5,4,170,0,637,344,147,203,197,,
6,27,10,29.3,25.8,24.3,100.6,0.01513,76,1.123289279,79.7,5,170,8,873,405,109,127,296,,
6,27,11,30,25.3,23.3,100.6,0.01529,69,1.122700032,77.5,5,120,9,1048,487,131,137,355,,
6,27,12,30.3,25.7,23.8,100.5,0.01561,70,1.119473918,79.3,5,100,9,1149,534,144,144,390,,
6,27,13,30.7,25,22.6,100.5,0.01517,63,1.120355632,76.3,5,100,9,1171,632,269,273,363,,
6,27,14,31.2,25.5,23.2,100.4,0.01560,64,1.116269994,78.4,6,100,8,1112,789,608,665,181,,
6,27,15,31.7,24,20.7,100.4,0.01413,53,1.119106612,72.1,4,180,5,975,692,533,668,159,,
6,27,16,32.7,25.1,22.0,100.4,0.01516,54,1.113059911,76.6,0,0,5,770,546,421,650,125,,
6,27,17,32.4,25.7,23.0,100.3,0.01584,59,1.111027899,79.3,3,30,5,511,382,312,628,70,,
6,27,18,30,25,22.9,100.4,0.01508,67,1.121272211,76.3,3,20,4,215,153,118,56,35,,
6,27,19,28,24.6,23.0,100.4,0.01424,76,1.128394679,74.7,4,30,5,6,4,4,8,1,,
6,27,20,26.6,24,22.7,100.5,0.01312,81,1.135501442,72.3,0,0,4,0,0,0,0,0,,
6,27,21,26.3,24.8,23.9,100.6,0.01161,89,1.135276648,75.6,0,0,8,0,0,0,0,0,,
6,27,22,26,24.5,23.6,100.6,0.01144,89,1.137062867,74.3,0,0,1,0,0,0,0,0,,
6,27,23,25.6,24.2,23.4,100.6,0.01105,89,1.139148645,73.1,0,0,1,0,0,0,0,0,,
6,27,24,25.2,24.3,23.6,100.6,0.00937,93,1.140087675,73.5,0,0,4,0,0,0,0,0,,
6,28,1,24.9,23.9,23.2,100.6,0.00956,92,1.142152688,71.9,0,0,6,0,0,0,0,0,,
6,28,2,24.5,23.7,23.1,100.6,0.00873,94,1.143951716,71.1,0,0,6,0,0,0,0,0,,
6,28,3,24.2,23.7,23.2,100.5,0.00701,96,1.143707081,71.2,0,0,6,0,0,0,0,0,,
6,28,4,23.9,23.4,22.9,100.5,0.00697,96,1.14547776,70.0,0,0,4,0,0,0,0,0,,
6,28,5,23.5,23.1,22.6,100.5,0.00612,97,1.147553419,68.8,0,0,0,0,0,0,0,0,,
6,28,6,23.2,23.1,22.7,100.5,0.00359,99,1.148487873,68.8,0,0,3,0,0,0,0,0,,
6,28,7,23.8,23.2,22.6,100.5,0.00754,95,1.146344264,69.2,0,0,10,67,54,45,105,9,,
6,28,8,24,23.2,22.6,100.5,0.00854,94,1.145723766,69.2,0,0,1,356,252,195,345,58,,
6,28,9,27.5,24.6,23.2,100.6,0.01382,79,1.132221151,74.7,0,0,5,637,344,146,203,197,,
6,28,10,28.2,25.7,24.5,100.6,0.01405,82,1.126872602,79.3,0,0,8,873,471,201,234,270,,
6,28,11,31,25.8,23.7,100.6,0.01580,66,1.118263619,79.6,0,0,8,1048,694,479,502,215,,
6,28,12,31.8,25.2,22.5,100.6,0.01534,59,1.117688746,77.0,5,120,6,1150,762,526,527,236,,
6,28,13,31.5,25,22.3,100.5,0.01514,59,1.1180018,76.2,3,180,6,1172,544,147,149,397,,
6,28,14,31,26,24.0,100.4,0.01594,68,1.115363912,80.6,3,90,9,1112,517,139,152,377,,
6,28,15,31.4,26.2,24.1,100.4,0.01618,67,1.113588093,81.5,4,90,9,976,371,49,61,322,,
6,28,16,31.3,25.5,23.1,100.4,0.01565,63,1.115976815,78.4,5,100,10,771,416,177,273,239,,
6,28,17,30.4,25.2,23.0,100.3,0.01532,66,1.11835428,77.2,5,90,8,512,276,118,237,159,,
6,28,18,28.6,24.8,23.1,100.3,0.01456,74,1.12486075,75.6,3,90,8,216,117,50,60,67,,
6,28,19,27.1,24.8,23.7,100.4,0.01329,83,1.130525194,75.6,0,0,8,6,3,1,3,2,,
6,28,20,26.3,24.5,23.5,100.4,0.01226,86,1.133818676,74.4,0,0,8,0,0,0,0,0,,
6,28,21,24.6,24,23.4,100.5,0.00763,95,1.141622029,72.4,0,0,1,0,0,0,0,0,,
6,28,22,24.4,24,23.5,100.6,0.00623,97,1.143409899,72.3,0,0,1,0,0,0,0,0,,
6,28,23,24.7,24,23.4,100.6,0.00830,94,1.142484421,72.3,3,60,3,0,0,0,0,0,,
6,28,24,24.7,24,23.4,100.6,0.00830,94,1.142484421,72.3,3,60,0,0,0,0,0,0,,
6,29,1,24.5,24,23.5,100.6,0.00704,96,1.1431012,72.3,0,0,5,0,0,0,0,0,,
6,29,2,23.3,23,22.6,100.5,0.00537,98,1.148452157,68.4,0,0,9,0,0,0,0,0,,
6,29,3,24.2,23.6,23.0,100.4,0.00758,95,1.142816369,70.8,0,0,5,0,0,0,0,0,,
6,29,4,24,23.5,23.0,100.4,0.00698,96,1.14371525,70.4,0,0,3,0,0,0,0,0,,
6,29,5,23.9,23.5,23.0,100.4,0.00617,97,1.144024806,70.4,0,0,1,0,0,0,0,0,,
6,29,6,23.8,23.5,23.1,100.4,0.00543,98,1.144334568,70.4,3,70,4,0,0,0,0,0,,
6,29,7,24,23.5,23.0,100.4,0.00698,96,1.14371525,70.4,0,0,8,67,31,8,19,23,,
6,29,8,24.3,23.6,23.0,100.5,0.00811,94,1.143679461,70.8,0,0,9,355,165,44,79,120,,
6,29,9,25,24.3,23.7,100.5,0.00833,94,1.139532661,73.6,0,0,9,636,295,80,111,216,,
6,29,10,27,24.6,23.4,100.6,0.01324,82,1.133733428,74.7,4,90,9,872,471,201,234,270,,
6,29,11,28.7,24.7,22.9,100.6,0.01458,72,1.12832358,75.0,8,90,8,1048,565,241,252,324,,
6,29,12,29.6,25,23.0,100.6,0.01500,69,1.124766718,76.3,6,90,8,1150,762,526,527,236,,
6,29,13,30.3,25.2,23.1,100.6,0.01525,67,1.122105439,77.1,5,130,6,1172,544,147,149,398,,
6,29,14,31,25.4,23.1,100.5,0.01553,64,1.118301903,78.0,4,130,9,1113,601,256,280,345,,
6,29,15,25.1,24.2,23.5,100.5,0.00921,93,1.139513033,73.2,0,0,8,977,647,447,560,200,,
6,29,16,28.2,25,23.5,100.4,0.01432,77,1.126632755,76.4,0,0,6,772,358,97,149,262,,
6,29,17,27.5,25.5,24.5,100.4,0.01305,85,1.127253923,78.6,3,270,9,513,277,118,238,159,,
6,29,18,26,24.8,24.0,100.4,0.01073,91,1.133858776,75.7,0,0,8,218,163,133,64,30,,
6,29,19,25.8,24.8,24.1,100.5,0.00995,92,1.135633789,75.6,0,0,4,6,3,1,3,2,,
6,29,20,25.6,24.4,23.6,100.5,0.01054,91,1.137406604,74.0,0,0,8,0,0,0,0,0,,
6,29,21,25.4,24.4,23.7,100.6,0.00975,92,1.139186176,73.9,0,0,5,0,0,0,0,0,,
6,29,22,25.2,24.3,23.6,100.7,0.00937,93,1.14125623,73.5,0,0,3,0,0,0,0,0,,
6,29,23,25,24.3,23.7,100.7,0.00833,94,1.141871031,73.5,0,0,3,0,0,0,0,0,,
6,29,24,24.7,24,23.4,100.7,0.00815,94,1.143654784,72.3,0,0,3,0,0,0,0,0,,
6,30,1,24.4,23.8,23.2,100.7,0.00760,95,1.145149642,71.5,0,0,4,0,0,0,0,0,,
6,30,2,24.3,23.7,23.1,100.7,0.00759,95,1.145741729,71.1,0,0,0,0,0,0,0,0,,
6,30,3,24,23.5,23.0,100.6,0.00698,96,1.14606118,70.3,0,0,0,0,0,0,0,0,,
6,30,4,23.9,23.4,22.9,100.6,0.00697,96,1.14665112,69.9,0,0,3,0,0,0,0,0,,
6,30,5,23.6,23.1,22.6,100.5,0.00694,96,1.147242352,68.8,0,0,3,0,0,0,0,0,,
6,30,6,23.4,23,22.5,100.6,0.00611,97,1.149315843,68.4,0,0,0,0,0,0,0,0,,
6,30,7,23.2,22.7,22.2,100.6,0.00674,96,1.150761996,67.2,0,0,0,66,54,45,104,9,,
6,30,8,26,24.4,23.5,100.6,0.01163,88,1.137351564,73.9,0,0,0,354,275,229,407,46,,
6,30,9,27.1,24.5,23.2,100.7,0.01340,81,1.134881821,74.2,0,0,3,635,494,412,571,82,,
6,30,10,28.2,24.8,23.2,100.7,0.01427,76,1.130692284,75.4,6,90,3,872,705,589,686,116,,
6,30,11,29.3,25,23.1,100.7,0.01491,71,1.12681521,76.2,6,90,1,1048,847,707,741,140,,
6,30,12,30.1,25,22.8,100.7,0.01507,66,1.124434809,76.2,5,100,1,1150,762,526,527,236,,
6,30,13,30.9,25.4,23.1,100.7,0.01547,65,1.120896294,77.9,3,90,6,1173,777,537,545,240,,
6,30,14,32,25,22.1,100.6,0.01513,57,1.117683985,76.1,2,90,6,1114,601,256,280,345,,
6,30,15,32.4,24.5,21.2,100.5,0.01451,53,1.116798954,74.1,0,0,8,978,528,225,282,303,,
6,30,16,31,26.5,24.7,100.4,0.01619,71,1.113841731,82.9,4,40,8,773,417,178,274,239,,
6,30,17,29.1,25.6,24.1,100.4,0.01500,76,1.122173236,79.0,6,30,8,514,365,281,569,84,,
6,30,18,29.2,25.1,23.3,100.4,0.01491,72,1.123354553,76.8,6,40,5,219,155,120,68,36,,
6,30,19,27.5,24.5,23.1,100.5,0.01386,78,1.131348355,74.3,3,30,5,6,4,3,7,1,,
6,30,20,27,24.5,23.3,100.6,0.01332,82,1.13402231,74.3,5,30,6,0,0,0,0,0,,
6,30,21,26.3,24.6,23.7,100.7,0.01197,87,1.137023927,74.7,3,30,5,0,0,0,0,0,,
