Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Belém,-1.38,-48.48,-3,16,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
1,9,7,23.3,23.2,22.8,100.9,0.0180,99,1.152600852,69.0,0,0,9,68,37,16,40,21
1,9,8,23.4,23.2,22.8,101,0.0179,98,1.153463288,69.0,0,0,9,377,205,90,165,115
1,9,9,24.6,23.5,22.8,101.1,0.0179,91,1.150059701,70.1,3,60,9,682,372,163,231,209
1,9,10,26.2,24.0,22.9,101.1,0.0180,84,1.143712934,72.0,5,90,9,939,512,224,265,288
1,9,11,28.8,25.2,23.6,101.2,0.0188,75,1.133505804,76.8,4,90,9,1132,617,270,285,347
1,9,12,28.3,25.2,23.8,101.1,0.0190,78,1.133853396,76.9,4,90,9,1247,680,298,299,382
1,9,13,27.0,24.5,23.3,101.1,0.0184,82,1.139836159,74.0,4,50,9,1276,695,305,309,391
1,9,14,28.5,25.6,24.3,101,0.0197,80,1.130904006,78.7,3,60,9,1217,663,290,316,373
1,9,15,29.5,25.7,24.1,100.9,0.0194,74,1.126457729,79.1,5,60,9,1074,585,256,319,329
1,9,16,30.3,25.8,23.9,100.8,0.0193,70,1.12262951,79.6,4,60,9,857,467,205,314,263
1,9,17,29.2,25.8,24.3,100.8,0.0197,77,1.125896645,79.6,3,90,9,581,317,139,282,178
1,9,18,28.7,25.7,24.3,100.7,0.0198,79,1.126533995,79.3,5,90,9,265,144,63,164,81
1,9,19,27.7,25.2,24.0,100.7,0.0194,82,1.131024816,77.1,2,60,10,14,7,2,5,5
1,9,20,26.2,25.2,24.5,100.8,0.0200,92,1.136731685,77.2,0,0,8,0,0,0,0,0
1,9,21,25.4,25.0,24.5,100.8,0.0200,97,1.139768659,76.3,0,0,0,0,0,0,0,0
1,9,22,25.1,24.7,24.2,100.9,0.0196,97,1.142739981,75.0,0,0,0,0,0,0,0,0
1,9,23,24.7,24.6,24.2,101,0.0196,99,1.145434522,74.6,0,0,0,0,0,0,0,0
1,9,24,24.3,24.2,23.8,101,0.0191,99,1.147831872,72.9,0,0,0,0,0,0,0,0
1,10,1,24.2,24.1,23.7,101,0.0190,99,1.148429429,72.5,0,0,0,0,0,0,0,0
1,10,2,23.9,23.8,23.4,100.9,0.0187,99,1.149044844,71.4,0,0,0,0,0,0,0,0
1,10,3,24.4,24.3,23.9,100.9,0.0193,99,1.146062526,73.4,0,0,4,0,0,0,0,0
1,10,4,24.2,23.6,23.0,100.8,0.0182,95,1.147505382,70.6,0,0,8,0,0,0,0,0
1,10,5,24.2,23.6,23.0,100.8,0.0182,95,1.147505382,70.6,0,0,9,0,0,0,0,0
